model,scenario,region,variable,unit,subannual,2010,2015,2020,2025,2030,2035,2040,2045,2050
REMES:EU 1.0,Reference,     Germany,Output|Product|pALUM       ,billion EUR_2020/yr,Year,      109.51,      116.37,      122.94,      104.92,      101.09,       98.01,       96.04,       93.55,       90.19
REMES:EU 1.0,Reference,     Germany,Output|Product|pSERV       ,billion EUR_2020/yr,Year,     2170.75,     2307.09,     2434.31,     2725.35,     2818.10,     2934.82,     3092.36,     3239.76,     3364.62
REMES:EU 1.0,Reference,     Germany,Output|Product|pTRAN       ,billion EUR_2020/yr,Year,      128.46,      136.45,      143.87,      145.35,      147.30,      150.36,      155.17,      159.02,      161.30
REMES:EU 1.0,Reference,     Germany,Output|Product|pELEC       ,billion EUR_2020/yr,Year,       31.08,       32.33,       33.70,       38.06,       39.64,       41.92,       45.35,       50.12,       57.63
REMES:EU 1.0,Reference,     Germany,Output|Product|pTRDI       ,billion EUR_2020/yr,Year,       41.57,       43.54,       45.09,       44.08,       43.50,       43.42,       44.05,       44.49,       44.73
REMES:EU 1.0,Reference,     Germany,Output|Product|pHTWT       ,billion EUR_2020/yr,Year,        1.35,        1.44,        1.51,        1.28,        1.26,        1.26,        1.28,        1.27,        1.17
REMES:EU 1.0,Reference,     Germany,Output|Product|pCHEA       ,billion EUR_2020/yr,Year,      359.31,      379.25,      399.54,      406.31,      420.03,      436.50,      457.24,      478.84,      500.50
REMES:EU 1.0,Reference,     Germany,Output|Product|pCONS       ,billion EUR_2020/yr,Year,      229.16,      250.96,      272.84,      280.67,      291.09,      304.68,      323.63,      341.88,      358.28
REMES:EU 1.0,Reference,     Denmark,Output|Product|pOIL        ,billion EUR_2020/yr,Year,        6.44,        6.92,        7.50,        7.85,        7.41,        6.96,        6.48,        5.85,        5.08
REMES:EU 1.0,Reference,     Denmark,Output|Product|pGSL        ,billion EUR_2020/yr,Year,        2.37,        2.54,        2.75,        2.70,        2.59,        2.47,        2.33,        2.10,        1.80
REMES:EU 1.0,Reference,     Denmark,Output|Product|pDSL        ,billion EUR_2020/yr,Year,        2.17,        2.32,        2.50,        2.44,        2.34,        2.23,        2.09,        1.81,        1.42
REMES:EU 1.0,Reference,     Denmark,Output|Product|pHDI        ,billion EUR_2020/yr,Year,        0.36,        0.39,        0.42,        0.39,        0.37,        0.36,        0.33,        0.29,        0.23
REMES:EU 1.0,Reference,     Denmark,Output|Product|pNG         ,billion EUR_2020/yr,Year,        5.24,        5.63,        6.08,        6.02,        5.71,        5.41,        5.08,        4.51,        3.65
REMES:EU 1.0,Reference,     Denmark,Output|Product|pCOA        ,billion EUR_2020/yr,Year,        0.05,        0.05,        0.06,        0.05,        0.05,        0.04,        0.03,        0.01,        0.01
REMES:EU 1.0,Reference,     Denmark,Output|Product|pBIO        ,billion EUR_2020/yr,Year,        0.37,        0.40,        0.43,        0.43,        0.44,        0.45,        0.46,        0.50,        0.61
REMES:EU 1.0,Reference,     Denmark,Output|Product|pFUL        ,billion EUR_2020/yr,Year,        0.34,        0.37,        0.40,        0.39,        0.38,        0.36,        0.33,        0.25,        0.18
REMES:EU 1.0,Reference,     Denmark,Output|Product|pH2         ,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,     Denmark,Output|Product|pAGRI       ,billion EUR_2020/yr,Year,       10.84,       11.82,       12.86,       12.15,       12.16,       12.17,       12.22,       12.42,       12.74
REMES:EU 1.0,Reference,     Denmark,Output|Product|pINDU       ,billion EUR_2020/yr,Year,       86.77,       95.28,      104.42,       91.05,       89.51,       87.87,       86.48,       85.96,       85.57
REMES:EU 1.0,Reference,     Denmark,Output|Product|pALUM       ,billion EUR_2020/yr,Year,        2.61,        2.86,        3.11,        2.77,        2.70,        2.62,        2.55,        2.51,        2.47
REMES:EU 1.0,Reference,     Denmark,Output|Product|pSERV       ,billion EUR_2020/yr,Year,      209.67,      228.77,      249.64,      275.43,      291.50,      307.75,      324.61,      342.99,      359.61
REMES:EU 1.0,Reference,     Denmark,Output|Product|pTRAN       ,billion EUR_2020/yr,Year,       39.98,       44.28,       49.25,       51.61,       56.86,       62.17,       67.22,       71.20,       72.82
REMES:EU 1.0,Reference,     Denmark,Output|Product|pELEC       ,billion EUR_2020/yr,Year,        1.53,        1.64,        1.75,        1.79,        1.84,        1.90,        1.98,        2.15,        2.52
REMES:EU 1.0,Reference,     Denmark,Output|Product|pTRDI       ,billion EUR_2020/yr,Year,        1.57,        1.70,        1.82,        1.80,        1.85,        1.91,        1.99,        2.14,        2.36
REMES:EU 1.0,Reference,     Denmark,Output|Product|pHTWT       ,billion EUR_2020/yr,Year,        0.62,        0.66,        0.68,        0.69,        0.72,        0.77,        0.89,        1.02,        1.06
REMES:EU 1.0,Reference,     Denmark,Output|Product|pCHEA       ,billion EUR_2020/yr,Year,       46.27,       49.81,       53.71,       55.22,       58.40,       61.78,       65.58,       70.38,       75.76
REMES:EU 1.0,Reference,     Denmark,Output|Product|pCONS       ,billion EUR_2020/yr,Year,       33.46,       37.90,       43.03,       45.37,       49.00,       52.82,       56.91,       61.37,       65.57
REMES:EU 1.0,Reference,     Estonia,Output|Product|pOIL        ,billion EUR_2020/yr,Year,        0.06,        0.07,        0.07,        0.07,        0.06,        0.05,        0.04,        0.04,        0.03
REMES:EU 1.0,Reference,     Estonia,Output|Product|pGSL        ,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,     Estonia,Output|Product|pDSL        ,billion EUR_2020/yr,Year,        0.05,        0.05,        0.06,        0.05,        0.05,        0.04,        0.04,        0.04,        0.03
REMES:EU 1.0,Reference,     Estonia,Output|Product|pHDI        ,billion EUR_2020/yr,Year,        0.07,        0.07,        0.08,        0.07,        0.05,        0.04,        0.03,        0.02,        0.02
REMES:EU 1.0,Reference,     Estonia,Output|Product|pNG         ,billion EUR_2020/yr,Year,        0.08,        0.09,        0.10,        0.07,        0.06,        0.06,        0.05,        0.04,        0.02
REMES:EU 1.0,Reference,     Estonia,Output|Product|pCOA        ,billion EUR_2020/yr,Year,        0.14,        0.15,        0.16,        0.13,        0.10,        0.08,        0.06,        0.04,        0.02
REMES:EU 1.0,Reference,     Estonia,Output|Product|pBIO        ,billion EUR_2020/yr,Year,        0.00,        0.01,        0.01,        0.01,        0.01,        0.01,        0.01,        0.01,        0.01
REMES:EU 1.0,Reference,     Estonia,Output|Product|pFUL        ,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,     Estonia,Output|Product|pH2         ,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,     Estonia,Output|Product|pAGRI       ,billion EUR_2020/yr,Year,        1.24,        1.41,        1.60,        1.47,        1.56,        1.64,        1.72,        1.80,        1.84
REMES:EU 1.0,Reference,     Estonia,Output|Product|pINDU       ,billion EUR_2020/yr,Year,        9.54,       10.97,       12.52,       11.45,       12.02,       12.54,       12.99,       13.32,       13.41
REMES:EU 1.0,Reference,     Estonia,Output|Product|pALUM       ,billion EUR_2020/yr,Year,        0.31,        0.36,        0.41,        0.39,        0.41,        0.42,        0.44,        0.44,        0.44
REMES:EU 1.0,Reference,     Estonia,Output|Product|pSERV       ,billion EUR_2020/yr,Year,       16.77,       18.87,       21.16,       24.67,       27.43,       30.32,       33.30,       36.20,       38.76
REMES:EU 1.0,Reference,     Estonia,Output|Product|pTRAN       ,billion EUR_2020/yr,Year,        2.19,        2.48,        2.81,        2.96,        3.23,        3.49,        3.76,        4.00,        4.18
REMES:EU 1.0,Reference,     Estonia,Output|Product|pELEC       ,billion EUR_2020/yr,Year,        0.39,        0.43,        0.47,        0.52,        0.57,        0.65,        0.74,        0.86,        1.05
REMES:EU 1.0,Reference,     Estonia,Output|Product|pTRDI       ,billion EUR_2020/yr,Year,        0.29,        0.32,        0.35,        0.36,        0.39,        0.41,        0.44,        0.46,        0.48
REMES:EU 1.0,Reference,     Estonia,Output|Product|pHTWT       ,billion EUR_2020/yr,Year,        0.15,        0.16,        0.17,        0.19,        0.20,        0.21,        0.22,        0.23,        0.24
REMES:EU 1.0,Reference,     Estonia,Output|Product|pCHEA       ,billion EUR_2020/yr,Year,        1.67,        1.86,        2.08,        2.15,        2.39,        2.65,        2.92,        3.21,        3.50
REMES:EU 1.0,Reference,     Estonia,Output|Product|pCONS       ,billion EUR_2020/yr,Year,        4.03,        4.77,        5.63,        6.34,        7.31,        8.36,        9.50,       10.68,       11.81
REMES:EU 1.0,Reference,       Spain,Output|Product|pOIL        ,billion EUR_2020/yr,Year,        0.25,        0.26,        0.28,        0.23,        0.23,        0.22,        0.19,        0.15,        0.10
REMES:EU 1.0,Reference,       Spain,Output|Product|pGSL        ,billion EUR_2020/yr,Year,       10.37,       11.05,       11.93,        9.07,        8.79,        8.32,        7.40,        6.00,        4.20
REMES:EU 1.0,Reference,       Spain,Output|Product|pDSL        ,billion EUR_2020/yr,Year,       15.12,       16.08,       17.32,       13.20,       12.71,       11.88,       10.34,        8.02,        5.21
REMES:EU 1.0,Reference,       Spain,Output|Product|pHDI        ,billion EUR_2020/yr,Year,        3.77,        4.00,        4.29,        3.22,        3.09,        2.89,        2.53,        2.01,        1.36
REMES:EU 1.0,Reference,       Spain,Output|Product|pNG         ,billion EUR_2020/yr,Year,        8.61,        9.22,       10.04,        9.03,        9.04,        8.84,        8.21,        7.08,        5.46
REMES:EU 1.0,Reference,       Spain,Output|Product|pCOA        ,billion EUR_2020/yr,Year,        1.51,        1.56,        1.65,        1.26,        1.01,        0.79,        0.59,        0.44,        0.35
REMES:EU 1.0,Reference,       Spain,Output|Product|pBIO        ,billion EUR_2020/yr,Year,        1.84,        1.96,        2.11,        2.21,        2.29,        2.35,        2.38,        2.41,        2.47
REMES:EU 1.0,Reference,       Spain,Output|Product|pFUL        ,billion EUR_2020/yr,Year,        4.53,        4.81,        5.17,        3.93,        3.78,        3.53,        3.08,        2.40,        1.53
REMES:EU 1.0,Reference,       Spain,Output|Product|pH2         ,billion EUR_2020/yr,Year,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00,        0.00
REMES:EU 1.0,Reference,       Spain,Output|Product|pAGRI       ,billion EUR_2020/yr,Year,       48.44,       52.33,       57.54,       55.37,       57.06,       58.30,       58.47,       58.08,       57.60
REMES:EU 1.0,Reference,       Spain,Output|Product|pINDU       ,billion EUR_2020/yr,Year,      520.08,      565.60,      626.12,      547.67,      553.12,      551.46,      538.51,      520.66,      504.02
REMES:EU 1.0,Reference,       Spain,Output|Product|pALUM       ,billion EUR_2020/yr,Year,       43.38,       47.14,       52.22,       42.85,       42.32,       41.19,       39.15,       36.81,       34.63
REMES:EU 1.0,Reference,       Spain,Output|Product|pSERV       ,billion EUR_2020/yr,Year,      990.31,     1069.76,     1173.47,     1373.83,     1481.20,     1578.40,     1650.30,     1710.11,     1775.24
REMES:EU 1.0,Reference,       Spain,Output|Product|pTRAN       ,billion EUR_2020/yr,Year,       70.42,       76.43,       84.35,       90.88,       95.97,      100.02,      102.00,      102.84,      103.84
REMES:EU 1.0,Reference,       Spain,Output|Product|pELEC       ,billion EUR_2020/yr,Year,       22.23,       23.19,       24.59,       27.65,       28.62,       29.62,       30.72,       32.40,       35.83
REMES:EU 1.0,Reference,       Spain,Output|Product|pTRDI       ,billion EUR_2020/yr,Year,       23.01,       24.32,       26.08,       26.68,       27.19,       27.41,       27.10,       26.62,       26.33
REMES:EU 1.0,Reference,       Spain,Output|Product|pHTWT       ,billion EUR_2020/yr,Year,        0.07,        0.06,        0.05,        0.16,        0.21,        0.27,        0.33,        0.39,        0.45
REMES:EU 1.0,Reference,       Spain,Output|Product|pCHEA       ,billion EUR_2020/yr,Year,      143.27,      153.71,      166.37,      173.00,      184.74,      196.58,      207.24,      217.47,      227.82
REMES:EU 1.0,Reference,       Spain,Output|Product|pCONS       ,billion EUR_2020/yr,Year,      358.23,      401.04,      457.08,      506.81,      558.57,      604.95,      644.39,      679.55,      716.80
REMES:EU 1.0,Reference,     Finland,Output|Product|pOIL        ,billion EUR_2020/yr,Year,        0.28,        0.29,        0.30,        0.25,        0.24,        0.22,        0.20,        0.17,        0.14
REMES:EU 1.0,Reference,     Finland,Output|Product|pGSL        ,billion EUR_2020/yr,Year,        3.77,        3.95,        4.14,        3.28,        3.18,        2.95,        2.69,        2.39,        2.03
REMES:EU 1.0,Reference,     Finland,Output|Product|pDSL        ,billion EUR_2020/yr,Year,        2.64,        2.76,        2.87,        2.26,        2.17,        1.96,        1.72,        1.45,        1.14
REMES:EU 1.0,Reference,     Finland,Output|Product|pHDI        ,billion EUR_2020/yr,Year,        0.36,        0.38,        0.39,        0.31,        0.29,        0.27,        0.24,        0.21,        0.17
REMES:EU 1.0,Reference,     Finland,Output|Product|pNG         ,billion EUR_2020/yr,Year,        0.16,        0.17,        0.17,        0.14,        0.13,        0.11,        0.09,        0.06,        0.04
